source_top_folder	source_type	source_name	source_path	ref_kind	ref_name
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Обработки	ВводНачальныхОстатков
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Отчеты	ДосьеКонтрагента
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	ВидыДоговоровКонтрагентов
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	ВидыЗанятости
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	ОтветственныеЛицаОрганизаций
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	ОтражениеВУСН
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	РазделыУчетаДляВводаОстатков
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	РолиСотрудников
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	СпособыРасчетаАванса
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	СтатусыПартийУСН
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	СтатусыРасходовУСН
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Перечисления	ЮридическоеФизическоеЛицо
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	ПланыСчетов	Хозрасчетный
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	РегистрыСведений	ОтветственныеЛицаОрганизаций
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	РегистрыСведений	РолиСотрудников
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	РегистрыСведений	ТекущаяТарифнаяСтавкаСотрудников
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	РегистрыСведений	ТекущиеКадровыеДанныеСотрудников
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Справочники	ДоговорыКонтрагентов
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Справочники	Контрагенты
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Справочники	Номенклатура
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Справочники	Склады
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Справочники	СтраныМира
CommonModules	ОбщийМодуль	НулеваяОтчетность	CommonModules/НулеваяОтчетность/Ext/Module.bsl	Справочники	ФизическиеЛица
CommonModules	ОбщийМодуль	ОФД	CommonModules/ОФД/Ext/Module.bsl	РегистрыСведений	ДокументыОФД
CommonModules	ОбщийМодуль	ОФДСервис	CommonModules/ОФДСервис/Ext/Module.bsl	РегистрыСведений	ДокументыОФД
CommonModules	ОбщийМодуль	ОФДСлужебный	CommonModules/ОФДСлужебный/Ext/Module.bsl	РегистрыСведений	ДокументыОФД
CommonModules	ОбщийМодуль	ОФДСлужебный	CommonModules/ОФДСлужебный/Ext/Module.bsl	Справочники	НастройкиПодключенияКОФД
CommonModules	ОбщийМодуль	Облачная1СО	CommonModules/Облачная1СО/Ext/Module.bsl	Константы	ОтключитьИнтеграциюСУчетнымиСистемами
CommonModules	ОбщийМодуль	Облачная1СО	CommonModules/Облачная1СО/Ext/Module.bsl	Константы	ЭтоБизКубБРО
CommonModules	ОбщийМодуль	Облачная1СО	CommonModules/Облачная1СО/Ext/Module.bsl	Перечисления	ТипыУслуг
CommonModules	ОбщийМодуль	ОблачныеКассы	CommonModules/ОблачныеКассы/Ext/Module.bsl	РегистрыСведений	ДанныеОперацийОблачныхКасс
CommonModules	ОбщийМодуль	ОблачныеКассы	CommonModules/ОблачныеКассы/Ext/Module.bsl	Справочники	НастройкиПодключенияКОблачнымКассам
CommonModules	ОбщийМодуль	ОблачныеКассыПереопределяемый	CommonModules/ОблачныеКассыПереопределяемый/Ext/Module.bsl	Перечисления	ТипыПодключаемогоОборудования
CommonModules	ОбщийМодуль	ОблачныеКассыПереопределяемый	CommonModules/ОблачныеКассыПереопределяемый/Ext/Module.bsl	РегистрыСведений	ОборудованиеПоОрганизациям
CommonModules	ОбщийМодуль	ОблачныеКассыСлужебный	CommonModules/ОблачныеКассыСлужебный/Ext/Module.bsl	РегистрыСведений	ДанныеОперацийОблачныхКасс
CommonModules	ОбщийМодуль	ОблачныеКассыСлужебный	CommonModules/ОблачныеКассыСлужебный/Ext/Module.bsl	Справочники	НастройкиПодключенияКОблачнымКассам
CommonModules	ОбщийМодуль	ОблачныеКлассификаторы	CommonModules/ОблачныеКлассификаторы/Ext/Module.bsl	Константы	ДатаСинхронизацииОКПД2
CommonModules	ОбщийМодуль	ОблачныеКлассификаторы	CommonModules/ОблачныеКлассификаторы/Ext/Module.bsl	Константы	ДатаСинхронизацииТНВЭД
CommonModules	ОбщийМодуль	ОблачныеКлассификаторы	CommonModules/ОблачныеКлассификаторы/Ext/Module.bsl	Обработки	РаботаСОблачнымиКлассификаторами
CommonModules	ОбщийМодуль	ОблачныеКлассификаторы	CommonModules/ОблачныеКлассификаторы/Ext/Module.bsl	ОбщиеКоманды	ПодобратьИзСервисаЭлементыОКПД2
CommonModules	ОбщийМодуль	ОблачныеКлассификаторы	CommonModules/ОблачныеКлассификаторы/Ext/Module.bsl	ОбщиеКоманды	ПодобратьИзСервисаЭлементыТНВЭД
CommonModules	ОбщийМодуль	ОблачныеКлассификаторыПереопределяемый	CommonModules/ОблачныеКлассификаторыПереопределяемый/Ext/Module.bsl	Справочники	КлассификаторЕдиницИзмерения
CommonModules	ОбщийМодуль	ОблачныеКлассификаторыПереопределяемый	CommonModules/ОблачныеКлассификаторыПереопределяемый/Ext/Module.bsl	Справочники	КлассификаторОКПД2
CommonModules	ОбщийМодуль	ОблачныеКлассификаторыПереопределяемый	CommonModules/ОблачныеКлассификаторыПереопределяемый/Ext/Module.bsl	Справочники	КлассификаторТНВЭД
CommonModules	ОбщийМодуль	ОблачныеКлассификаторыСлужебный	CommonModules/ОблачныеКлассификаторыСлужебный/Ext/Module.bsl	Обработки	РаботаСОблачнымиКлассификаторами
CommonModules	ОбщийМодуль	ОблачныйАрхив20	CommonModules/ОблачныйАрхив20/Ext/Module.bsl	Константы	Найти
CommonModules	ОбщийМодуль	ОблачныйАрхив20	CommonModules/ОблачныйАрхив20/Ext/Module.bsl	Константы	ПараметрыРезервногоКопированияВОблачныйАрхив20
CommonModules	ОбщийМодуль	ОблачныйАрхив20	CommonModules/ОблачныйАрхив20/Ext/Module.bsl	Обработки	ОблачныйАрхив20
CommonModules	ОбщийМодуль	ОбменДаннымиXDTOСервер	CommonModules/ОбменДаннымиXDTOСервер/Ext/Module.bsl	Документы	Содержит
CommonModules	ОбщийМодуль	ОбменДаннымиXDTOСервер	CommonModules/ОбменДаннымиXDTOСервер/Ext/Module.bsl	Перечисления	Количество
CommonModules	ОбщийМодуль	ОбменДаннымиXDTOСервер	CommonModules/ОбменДаннымиXDTOСервер/Ext/Module.bsl	Перечисления	РежимыВыгрузкиОбъектовОбмена
