source_top_folder	source_type	source_name	source_path	ref_kind	ref_name
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаВидаОперации/Ext/Form/Module.bsl	Перечисления	ВидыМестВыплатыЗарплаты
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаДокумента/Ext/Form/Module.bsl	Документы	ВедомостьНаВыплатуЗарплатыВБанк
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаДокумента/Ext/Form/Module.bsl	Перечисления	ВидыДоходовИсполнительногоПроизводства
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаДокумента/Ext/Form/Module.bsl	Перечисления	ВидыМестВыплатыЗарплаты
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаДокумента/Ext/Form/Module.bsl	Перечисления	СпособыЗачисленияВыплат
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаДокумента/Ext/Form/Module.bsl	Справочники	БанковскиеКартыКонтрагентов
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаДокумента/Ext/Form/Module.bsl	Справочники	ЗарплатныеПроекты
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаДокумента/Ext/Form/Module.bsl	Справочники	СпособыВыплатыЗарплаты
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаДокумента/Ext/Form/Module.bsl	Справочники	СпособыОкругленияПриРасчетеЗарплаты
Documents	Документ	ВедомостьНаВыплатуЗарплатыВБанк	Documents/ВедомостьНаВыплатуЗарплатыВБанк/Forms/ФормаСписка/Ext/Form/Module.bsl	Документы	ВедомостьНаВыплатуЗарплатыВБанк
Documents	Документ	ВедомостьНаВыплатуЗарплатыВКассу	Documents/ВедомостьНаВыплатуЗарплатыВКассу/Ext/ManagerModule.bsl	Документы	ВедомостьНаВыплатуЗарплатыВКассу
Documents	Документ	ВедомостьНаВыплатуЗарплатыВКассу	Documents/ВедомостьНаВыплатуЗарплатыВКассу/Ext/ManagerModule.bsl	Перечисления	ВидыМестВыплатыЗарплаты
Documents	Документ	ВедомостьНаВыплатуЗарплатыВКассу	Documents/ВедомостьНаВыплатуЗарплатыВКассу/Ext/ObjectModule.bsl	Перечисления	ВидыЗастрахованныхЛицОбязательногоСтрахования
Documents	Документ	ВедомостьНаВыплатуЗарплатыВКассу	Documents/ВедомостьНаВыплатуЗарплатыВКассу/Forms/ФормаДокумента/Ext/Form/Module.bsl	Документы	ВедомостьНаВыплатуЗарплатыВКассу
Documents	Документ	ВедомостьНаВыплатуЗарплатыВКассу	Documents/ВедомостьНаВыплатуЗарплатыВКассу/Forms/ФормаДокумента/Ext/Form/Module.bsl	Справочники	СпособыВыплатыЗарплаты
Documents	Документ	ВедомостьНаВыплатуЗарплатыВКассу	Documents/ВедомостьНаВыплатуЗарплатыВКассу/Forms/ФормаДокумента/Ext/Form/Module.bsl	Справочники	СпособыОкругленияПриРасчетеЗарплаты
Documents	Документ	ВедомостьНаВыплатуЗарплатыВКассу	Documents/ВедомостьНаВыплатуЗарплатыВКассу/Forms/ФормаСписка/Ext/Form/Module.bsl	Документы	ВедомостьНаВыплатуЗарплатыВКассу
Documents	Документ	ВедомостьУплатыАДВ_11	Documents/ВедомостьУплатыАДВ_11/Ext/ManagerModule.bsl	Перечисления	РазделыАДВ11
Documents	Документ	ВедомостьУплатыАДВ_11	Documents/ВедомостьУплатыАДВ_11/Ext/ObjectModule.bsl	Перечисления	РазделыАДВ11
Documents	Документ	ВедомостьУплатыАДВ_11	Documents/ВедомостьУплатыАДВ_11/Forms/ФормаДокумента/Ext/Form/Module.bsl	Документы	ВедомостьУплатыАДВ_11
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Документы	ВнесениеСведенийОСобранномУрожаеЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Отчеты	АнализРасхожденийПриДвиженииЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Перечисления	ВидыОперацийЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Перечисления	ДальнейшиеДействияПоВзаимодействиюЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Перечисления	СтатусыОбработкиВнесениеСведенийОСобранномУрожаеЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Перечисления	СтатусыОбработкиСообщенийЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Перечисления	ТипыЗапросовИС
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	РегистрыСведений	СтатусыОбъектовСинхронизацииЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Справочники	КлючиРеквизитовОрганизацийЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ManagerModule.bsl	Справочники	РеестрМестФормированияПартийЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Ext/ObjectModule.bsl	Документы	ВнесениеСведенийОСобранномУрожаеЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Forms/ФормаДокумента/Ext/Form/Module.bsl	Документы	ВнесениеСведенийОСобранномУрожаеЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Forms/ФормаДокумента/Ext/Form/Module.bsl	Перечисления	ВидыПродукцииИС
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Forms/ФормаДокумента/Ext/Form/Module.bsl	Перечисления	ДальнейшиеДействияПоВзаимодействиюЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Forms/ФормаДокумента/Ext/Form/Module.bsl	Перечисления	СтатусыОбработкиВнесениеСведенийОСобранномУрожаеЗЕРНО
Documents	Документ	ВнесениеСведенийОСобранномУрожаеЗЕРНО	Documents/ВнесениеСведенийОСобранномУрожаеЗЕРНО/Forms/ФормаДокумента/Ext/Form/Module.bsl	Перечисления	ТипыКонтактнойИнформации
