source_top_folder	source_type	source_name	source_path	query_table
Documents	Документ	ПоступлениеИзПереработки	Documents/ПоступлениеИзПереработки/Ext/ManagerModule.bsl	ТаблицыДокумента.ТаблицаОбъектыСтроительства
Documents	Документ	ПоступлениеИзПереработки	Documents/ПоступлениеИзПереработки/Ext/ManagerModule.bsl	ТаблицыДокумента.ТаблицаТовары
Documents	Документ	ПоступлениеИзПереработки	Documents/ПоступлениеИзПереработки/Forms/ФормаДокумента/Ext/Form/Module.bsl	Объект.ВозвратнаяТара
Documents	Документ	ПоступлениеИзПереработки	Documents/ПоступлениеИзПереработки/Forms/ФормаДокумента/Ext/Form/Module.bsl	Объект.ИспользованныеМатериалы
Documents	Документ	ПоступлениеИзПереработки	Documents/ПоступлениеИзПереработки/Forms/ФормаДокумента/Ext/Form/Module.bsl	Объект.Услуги
Documents	Документ	ПоступлениеНМА	Documents/ПоступлениеНМА/Ext/ManagerModule.bsl	Документ.ПоступлениеНМА.НематериальныеАктивы
Documents	Документ	ПоступлениеНМА	Documents/ПоступлениеНМА/Ext/ManagerModule.bsl	ДокументОбъект.НематериальныеАктивы
Documents	Документ	ПоступлениеНМА	Documents/ПоступлениеНМА/Ext/ManagerModule.bsl	ПланСчетов.Хозрасчетный.ВидыСубконто
Documents	Документ	ПоступлениеНМА	Documents/ПоступлениеНМА/Ext/ManagerModule.bsl	РегистрБухгалтерии.Хозрасчетный.Субконто
Documents	Документ	ПоступлениеНМА	Documents/ПоступлениеНМА/Ext/ManagerModule.bsl	РегистрСведений.ДанныеПервичныхДокументов
Documents	Документ	ПоступлениеНМА	Documents/ПоступлениеНМА/Ext/ManagerModule.bsl	Справочник.ДоговорыКонтрагентов
Documents	Документ	ПоступлениеНМА	Documents/ПоступлениеНМА/Ext/ManagerModule.bsl	Справочник.НематериальныеАктивы
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	Документ.ОплатаПлатежнойКартой
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	Документ.ПередачаОС
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	Документ.ПоступлениеНаРасчетныйСчет.РасшифровкаПлатежа
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	Документ.РеализацияТоваровУслуг
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	Документ.СчетНаОплатуПокупателю
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	ДокументОбъект.РасшифровкаПлатежа
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	ПараметрыПроведения.ТаблицаРеквизиты.Колонки
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	РегистрСведений.ДанныеПервичныхДокументов
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	Справочник.ДоговорыКонтрагентов
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	Таблица.Колонки
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ManagerModule.bsl	Ценообразование.ОбновитьЦеныНоменклатуры
Documents	Документ	ПоступлениеНаРасчетныйСчет	Documents/ПоступлениеНаРасчетныйСчет/Ext/ObjectModule.bsl	СчетУчетаРасчетовСКонтрагентом.ВидыСубконто
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.АктОРасхождениях
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.ПоступлениеТоваровУслуг
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.ПоступлениеТоваровУслуг.АгентскиеУслуги
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.ПоступлениеТоваровУслуг.ВозвратнаяТара
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.ПоступлениеТоваровУслуг.Оборудование
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.ПоступлениеТоваровУслуг.ОбъектыСтроительства
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.ПоступлениеТоваровУслуг.СведенияПрослеживаемости
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.ПоступлениеТоваровУслуг.Товары
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.ПоступлениеТоваровУслуг.Услуги
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Документ.РасходныйКассовыйОрдер.РасшифровкаПлатежа
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	ДокументОбъект.ОсновныеСредства
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Объект.Товары
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	ПараметрыПроведения.СтруктураТаблицДокумента
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	ПеречислениеСсылка.ВидыОперацийПоступлениеТоваровУслуг
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	ПланСчетов.Хозрасчетный.ВидыСубконто
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	РегистрБухгалтерии.Хозрасчетный.Субконто
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	РегистрСведений.ДанныеПервичныхДокументов
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	РегистрСведений.ПервоначальныеСведенияОСБухгалтерскийУчет
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Справочник.ДоговорыКонтрагентов
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Справочник.КлассификаторТНВЭД
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Справочник.Контрагенты
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Справочник.НазначенияИспользованияНМА
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Справочник.НематериальныеАктивы
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Справочник.Номенклатура
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Справочник.ОсновныеСредства
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	Справочник.УпаковкиНоменклатуры
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	СтрокаТаблицыДокумента.Значение
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ManagerModule.bsl	УчетВзаиморасчетовФормы.РеквизитыДокументаПорядокУчетаРасчетов
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ObjectModule.bsl	Справочник.Контрагенты
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Ext/ObjectModule.bsl	Справочник.Номенклатура
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаОбщая/Ext/Form/Module.bsl	Объект.АгентскиеУслуги
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаОбщая/Ext/Form/Module.bsl	Объект.Оборудование
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаОбщая/Ext/Form/Module.bsl	Объект.ОбъектыСтроительства
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаОбщая/Ext/Form/Module.bsl	Объект.Товары
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаОбщая/Ext/Form/Module.bsl	Объект.Услуги
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаТопливо/Ext/Form/Module.bsl	ДобавленныеСтроки.Топливо
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаТопливо/Ext/Form/Module.bsl	Объект.Топливо
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаТопливо/Ext/Form/Module.bsl	РегистрБухгалтерии.Хозрасчетный.Субконто
Documents	Документ	ПоступлениеТоваровУслуг	Documents/ПоступлениеТоваровУслуг/Forms/ФормаДокументаУслуги/Ext/Form/Module.bsl	ДобавленныеСтроки.Услуги
