source_top_folder	source_type	source_name	source_path	ref_kind	ref_name
InformationRegisters	РегистрСведений	СредняяЧисленностьРаботниковОрганизаций	InformationRegisters/СредняяЧисленностьРаботниковОрганизаций/Ext/ManagerModule.bsl	РегистрыСведений	НеактуальныеРегламентныеОперации
InformationRegisters	РегистрСведений	СредняяЧисленностьРаботниковОрганизаций	InformationRegisters/СредняяЧисленностьРаботниковОрганизаций/Ext/RecordSetModule.bsl	Справочники	Организации
InformationRegisters	РегистрСведений	СредняяЧисленностьРаботниковОрганизаций	InformationRegisters/СредняяЧисленностьРаботниковОрганизаций/Forms/ФормаЗаписи/Ext/Form/Module.bsl	РегистрыСведений	СредняяЧисленностьРаботниковОрганизаций
InformationRegisters	РегистрСведений	СредняяЧисленностьРаботниковОрганизаций	InformationRegisters/СредняяЧисленностьРаботниковОрганизаций/Forms/ФормаЗаписи/Ext/Form/Module.bsl	Справочники	Организации
InformationRegisters	РегистрСведений	СрокиИспользованияНоменклатуры	InformationRegisters/СрокиИспользованияНоменклатуры/Ext/ManagerModule.bsl	РегистрыСведений	СрокиИспользованияНоменклатуры
InformationRegisters	РегистрСведений	СтавкаВзносаНаСтрахованиеОтНесчастныхСлучаев	InformationRegisters/СтавкаВзносаНаСтрахованиеОтНесчастныхСлучаев/Ext/ManagerModule.bsl	Справочники	Организации
InformationRegisters	РегистрСведений	СтавкаВзносаНаСтрахованиеОтНесчастныхСлучаев	InformationRegisters/СтавкаВзносаНаСтрахованиеОтНесчастныхСлучаев/Forms/РедактированиеИстории/Ext/Form/Module.bsl	РегистрыСведений	СтавкаВзносаНаСтрахованиеОтНесчастныхСлучаев
InformationRegisters	РегистрСведений	СтавкаРефинансированияЦБ	InformationRegisters/СтавкаРефинансированияЦБ/Ext/ManagerModule.bsl	РегистрыСведений	СтавкаРефинансированияЦБ
InformationRegisters	РегистрСведений	СтавкиАкцизаПоставляемый	InformationRegisters/СтавкиАкцизаПоставляемый/Ext/ManagerModule.bsl	РегистрыСведений	СтавкиАкцизаПоставляемый
InformationRegisters	РегистрСведений	СтавкиНалогаНаИмущество	InformationRegisters/СтавкиНалогаНаИмущество/Ext/ManagerModule.bsl	Перечисления	ВидыИмущественныхНалогов
InformationRegisters	РегистрСведений	СтавкиНалогаНаИмущество	InformationRegisters/СтавкиНалогаНаИмущество/Ext/ManagerModule.bsl	Перечисления	ВидыЛьготПоИмущественнымНалогам
InformationRegisters	РегистрСведений	СтавкиНалогаНаИмущество	InformationRegisters/СтавкиНалогаНаИмущество/Ext/ManagerModule.bsl	РегистрыСведений	СтавкиНалогаНаИмущество
InformationRegisters	РегистрСведений	СтавкиНалогаНаИмущество	InformationRegisters/СтавкиНалогаНаИмущество/Ext/ManagerModule.bsl	Справочники	ОснованияЛьготПоИмущественнымНалогам
InformationRegisters	РегистрСведений	СтавкиНалогаНаИмущество	InformationRegisters/СтавкиНалогаНаИмущество/Ext/RecordSetModule.bsl	РегистрыСведений	СтавкиНалогаНаИмущество
InformationRegisters	РегистрСведений	СтавкиНалогаНаИмущество	InformationRegisters/СтавкиНалогаНаИмущество/Ext/RecordSetModule.bsl	Справочники	Организации
InformationRegisters	РегистрСведений	СтавкиНалогаНаИмуществоПоОтдельнымОсновнымСредствам	InformationRegisters/СтавкиНалогаНаИмуществоПоОтдельнымОсновнымСредствам/Ext/ManagerModule.bsl	Константы	УплачиваетсяНалогНаИмуществоПоКадастровойСтоимости
