source_top_folder	source_type	source_name	source_path	query_table
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	НакопленныеОценочныеОбязательства.Колонки
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	НачисленнаяЗарплатаИВзносы.Колонки
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	ОтражениеЗарплатыВБухучете.НоваяТаблицаНачисленоЗаСчетРезерва
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	ОтражениеЗарплатыВУчете.КолонкиВзносов
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	ПараметрыРасчетаОбязательств.Колонки
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	Справочник.Сотрудники
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	ТаблицаДобавленныхСтрок.Колонки
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	ТаблицаНачислений.Колонки
CommonModules	ОбщийМодуль	РезервыПоОплатеТруда	CommonModules/РезервыПоОплатеТруда/Ext/Module.bsl	ЭтотОбъект.ВыплатаЗаСчетРезерва
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Документ.РезервыПоОплатеТруда.Взносы
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Документ.РезервыПоОплатеТруда.Начисления
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Документ.РезервыПоОплатеТруда.Показатели
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	КлючЗначение.Значение
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Справочник.ВидыРасчетовРезервовПоОплатеТруда
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Справочник.НастройкиРасчетаРезервовПоОплатеТруда
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Справочник.НастройкиРасчетаРезервовПоОплатеТруда.ВидыРасчетовРезерва
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Справочник.НастройкиРасчетаРезервовПоОплатеТруда.ИсключенияИзРасчетнойБазыФондаОплатыТруда
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Справочник.Сотрудники
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	Справочник.ФизическиеЛица
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	ЭтотОбъект.ОценочныеОбязательства
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаБазовый	CommonModules/РезервыПоОплатеТрудаБазовый/Ext/Module.bsl	ЭтотОбъект.ОценочныеОбязательстваПоСотрудникам
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаДляНебольшихОрганизаций	CommonModules/РезервыПоОплатеТрудаДляНебольшихОрганизаций/Ext/Module.bsl	ДанныеЗаполнения.Начисления
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаДляНебольшихОрганизаций	CommonModules/РезервыПоОплатеТрудаДляНебольшихОрганизаций/Ext/Module.bsl	ОписаниеПоказателей.МассивПоказателей
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаДляНебольшихОрганизаций	CommonModules/РезервыПоОплатеТрудаДляНебольшихОрганизаций/Ext/Module.bsl	Справочник.ВидыРасчетовРезервовПоОплатеТруда
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаДляНебольшихОрганизаций	CommonModules/РезервыПоОплатеТрудаДляНебольшихОрганизаций/Ext/Module.bsl	СтрокаТаблицыИсточника.Показатели
CommonModules	ОбщийМодуль	РезервыПоОплатеТрудаСобытия	CommonModules/РезервыПоОплатеТрудаСобытия/Ext/Module.bsl	Справочник.НастройкиРасчетаРезервовПоОплатеТруда
CommonModules	ОбщийМодуль	РезервыПоСомнительнымДолгам	CommonModules/РезервыПоСомнительнымДолгам/Ext/Module.bsl	РегистрСведений.ДанныеПервичныхДокументов
CommonModules	ОбщийМодуль	РезервыПоСомнительнымДолгам	CommonModules/РезервыПоСомнительнымДолгам/Ext/Module.bsl	РегистрСведений.СрокиОплатыДокументов
CommonModules	ОбщийМодуль	РезервыПоСомнительнымДолгам	CommonModules/РезервыПоСомнительнымДолгам/Ext/Module.bsl	Справочник.ДоговорыКонтрагентов
CommonModules	ОбщийМодуль	РекламныйСервисБП	CommonModules/РекламныйСервисБП/Ext/Module.bsl	Документ.АвансовыйОтчет.Билеты
CommonModules	ОбщийМодуль	РекламныйСервисБП	CommonModules/РекламныйСервисБП/Ext/Module.bsl	Документ.АвансовыйОтчет.Прочее
CommonModules	ОбщийМодуль	РекламныйСервисБП	CommonModules/РекламныйСервисБП/Ext/Module.bsl	Справочник.Организации
CommonModules	ОбщийМодуль	РекламныйСервисБП	CommonModules/РекламныйСервисБП/Ext/Module.bsl	Справочник.СтатьиЗатрат
CommonModules	ОбщийМодуль	РекламныйСервисБП	CommonModules/РекламныйСервисБП/Ext/Module.bsl	Справочник.ФизическиеЛица
CommonModules	ОбщийМодуль	РекламныйСервисБП	CommonModules/РекламныйСервисБП/Ext/Module.bsl	СправочникСсылка.Организации
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	ОпределяемыйТип.ВладелецХарактеристикиРекламы
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	ОпределяемыйТип.ПрофильПотребителяРекламы
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	РегистрСведений.ЗначенияХарактеристикРекламы
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	РегистрСведений.СобытияПрофиляПотребителяРекламы
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	РегистрСведений.СчетчикиПоказовРекламы
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	Справочник.Реклама
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	Справочник.Реклама.ЭкранныеФормы
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	п.10
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	п.11
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	п.12
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	п.7
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	п.9
CommonModules	ОбщийМодуль	РекламныйСервисСлужебный	CommonModules/РекламныйСервисСлужебный/Ext/Module.bsl	см.НовыйДанныеИзображения
CommonModules	ОбщийМодуль	СПАРКРиски	CommonModules/СПАРКРиски/Ext/Module.bsl	ДанныеСервиса.Значение
CommonModules	ОбщийМодуль	СПАРКРиски	CommonModules/СПАРКРиски/Ext/Module.bsl	НовыеНастройкиКД.Структура
CommonModules	ОбщийМодуль	СПАРКРиски	CommonModules/СПАРКРиски/Ext/Module.bsl	ОпределяемыйТип.КонтрагентБИП
CommonModules	ОбщийМодуль	СПАРКРиски	CommonModules/СПАРКРиски/Ext/Module.bsl	РегистрСведений.ИндексыСПАРКРиски
CommonModules	ОбщийМодуль	СПАРКРиски	CommonModules/СПАРКРиски/Ext/Module.bsl	РегистрСведений.СвойстваКонтрагентовСПАРКРиски
CommonModules	ОбщийМодуль	СПАРКРиски	CommonModules/СПАРКРиски/Ext/Module.bsl	Справочник.СправкиСПАРКРискиПрисоединенныеФайлы
CommonModules	ОбщийМодуль	СПАРКРиски	CommonModules/СПАРКРиски/Ext/Module.bsl	Справочник.ТипыСобытийСПАРКРиски
CommonModules	ОбщийМодуль	СПАРКРискиМониторингСобытий	CommonModules/СПАРКРискиМониторингСобытий/Ext/Module.bsl	РегистрСведений.ОбластиДанных
CommonModules	ОбщийМодуль	СПАРКРискиМониторингСобытий	CommonModules/СПАРКРискиМониторингСобытий/Ext/Module.bsl	РегистрСведений.СвойстваКонтрагентовСПАРКРиски
CommonModules	ОбщийМодуль	СПАРКРискиМониторингСобытий	CommonModules/СПАРКРискиМониторингСобытий/Ext/Module.bsl	РезультатВызова.СписокИНН
CommonModules	ОбщийМодуль	СПАРКРискиМониторингСобытий	CommonModules/СПАРКРискиМониторингСобытий/Ext/Module.bsl	РезультатВызова.ТипыСобытий
CommonModules	ОбщийМодуль	СПАРКРискиПереопределяемый	CommonModules/СПАРКРискиПереопределяемый/Ext/Module.bsl	ОпределяемыйТип.КонтрагентБИП
CommonModules	ОбщийМодуль	СПАРКРискиПереопределяемый	CommonModules/СПАРКРискиПереопределяемый/Ext/Module.bsl	ОпределяемыйТипСсылка.КонтрагентБИП
CommonModules	ОбщийМодуль	СПАРКРискиСервис	CommonModules/СПАРКРискиСервис/Ext/Module.bsl	Результат.ЗначенияИндексов
CommonModules	ОбщийМодуль	СПАРКРискиСервис	CommonModules/СПАРКРискиСервис/Ext/Module.bsl	СтруктураОтвета.results
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	ДанныеДополнительнойИнформации.addFields
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	ДанныеОтвета.items
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	ДополнительнаяИнформация.addFields
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	ЗначениеДополнительнойИнформации.ДополнительныеПоля
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	ИдентификаторыВидаКлассификатора.Значение
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	ИдентификаторыКлассификатора.Значение
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	Результат.ЗначенияФакторов
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	Результат.ИдентификаторыКлассификаторов
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	Результат.Классификатор
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	Результат.НегативныеСписки
CommonModules	ОбщийМодуль	СПАРКФакторыРиска	CommonModules/СПАРКФакторыРиска/Ext/Module.bsl	Результат.СводныеДанныеОбАрбитражныхДелах.СводныеДанныеПоТипам
CommonModules	ОбщийМодуль	СЭДОФСС	CommonModules/СЭДОФСС/Ext/Module.bsl	Группа.ПодчиненныеЭлементы
CommonModules	ОбщийМодуль	СЭДОФСС	CommonModules/СЭДОФСС/Ext/Module.bsl	Документ.ВходящийЗапросФССДляРасчетаПособия
CommonModules	ОбщийМодуль	СЭДОФСС	CommonModules/СЭДОФСС/Ext/Module.bsl	Константа.ВестиУчетОтчитывающихсяПоВзносамОрганизаций
CommonModules	ОбщийМодуль	СЭДОФСС	CommonModules/СЭДОФСС/Ext/Module.bsl	Параметры.Отбор
CommonModules	ОбщийМодуль	СЭДОФСС	CommonModules/СЭДОФСС/Ext/Module.bsl	ПоследнийЗапрос.Колонки
CommonModules	ОбщийМодуль	СЭДОФСС	CommonModules/СЭДОФСС/Ext/Module.bsl	РегистрСведений.ВходящиеСообщенияСЭДОФСС
CommonModules	ОбщийМодуль	СЭДОФСС	CommonModules/СЭДОФСС/Ext/Module.bsl	РегистрСведений.ОтчитывающиесяПоВзносамОрганизации
CommonModules	ОбщийМодуль	СЭДОФСС	CommonModules/СЭДОФСС/Ext/Module.bsl	СвойстваПособия.ОписаниеТипов.Типы
