source_top_folder	source_type	source_name	source_path	ref_kind	ref_name
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказа/Ext/Form/Module.bsl	РегистрыСведений	НастройкиОбщиеСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаКурьерика/Ext/Form/Module.bsl	Перечисления	ТипыГрузоперевозки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаКурьерика/Ext/Form/Module.bsl	Перечисления	ТипыКонтактнойИнформации
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаКурьерика/Ext/Form/Module.bsl	РегистрыСведений	ЖурналЗаказовСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаКурьерика/Ext/Form/Module.bsl	РегистрыСведений	НастройкиОбщиеСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаСДЭК/Ext/Form/Module.bsl	Документы	Количество
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаСДЭК/Ext/Form/Module.bsl	Обработки	СервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаСДЭК/Ext/Form/Module.bsl	Перечисления	ТипыГрузоперевозки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаСДЭК/Ext/Form/Module.bsl	Перечисления	ТипыКонтактнойИнформации
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/КарточкаЗаказаСДЭК/Ext/Form/Module.bsl	РегистрыСведений	НастройкиОбщиеСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/НастройкиРаботыСПеревозчиками/Ext/Form/Module.bsl	Перечисления	СценарииПеревозкиСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/НастройкиРаботыСПеревозчиками/Ext/Form/Module.bsl	РегистрыСведений	НастройкиРаботыСПеревозчикамиСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/НастройкиРаботыСПеревозчиками/Ext/Form/Module.bsl	Справочники	ВидыКонтактнойИнформации
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/ОбщиеНастройки/Ext/Form/Module.bsl	Перечисления	ТипыОбъектовСервисовДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/ОбщиеНастройки/Ext/Form/Module.bsl	РегистрыСведений	НастройкиОбщиеСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/ОбщиеНастройки/Ext/Form/Module.bsl	РегистрыСведений	СоответствиеОбъектовСервисовДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/ОтражениеДоставки/Ext/Form/Module.bsl	Перечисления	ТипыГрузоперевозки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/ОтслеживаниеЗаказа/Ext/Form/Module.bsl	Обработки	СервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/ПовторнаяОтправкаЗаказов/Ext/Form/Module.bsl	Перечисления	ТипыГрузоперевозки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/ПовторнаяОтправкаЗаказов/Ext/Form/Module.bsl	РегистрыСведений	ЖурналЗаказовСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/СписокЗаказов/Ext/Form/Module.bsl	РегистрыСведений	ЖурналЗаказовСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/СписокЗаказов/Ext/Form/Module.bsl	РегистрыСведений	НастройкиОбщиеСервисДоставки
DataProcessors	Обработка	СервисДоставки	DataProcessors/СервисДоставки/Forms/СписокТерминалов/Ext/Form/Module.bsl	Обработки	СервисДоставки
DataProcessors	Обработка	СинхронизацияДанныхV77	DataProcessors/СинхронизацияДанныхV77/Ext/ManagerModule.bsl	Обработки	СинхронизацияДанныхV77
DataProcessors	Обработка	СинхронизацияДанныхV77	DataProcessors/СинхронизацияДанныхV77/Ext/ManagerModule.bsl	Обработки	УниверсальныйОбменДаннымиXML
DataProcessors	Обработка	СинхронизацияДанныхV77	DataProcessors/СинхронизацияДанныхV77/Forms/Форма/Ext/Form/Module.bsl	Обработки	ПереносДанныхИзИнформационныхБаз1СПредприятия77
DataProcessors	Обработка	СинхронизацияДанныхV77	DataProcessors/СинхронизацияДанныхV77/Forms/Форма/Ext/Form/Module.bsl	Обработки	СинхронизацияДанныхV77
DataProcessors	Обработка	СинхронизацияЭДО	DataProcessors/СинхронизацияЭДО/Forms/СписокСертификатов/Ext/Form/Module.bsl	Обработки	СинхронизацияЭДО
DataProcessors	Обработка	СинхронизацияЭДО	DataProcessors/СинхронизацияЭДО/Forms/СписокСертификатов/Ext/Form/Module.bsl	Справочники	СертификатыКлючейЭлектроннойПодписиИШифрования
DataProcessors	Обработка	Сканирование	DataProcessors/Сканирование/Forms/НастройкаСканирования/Ext/Form/Module.bsl	Перечисления	ФорматыСканированногоИзображения
DataProcessors	Обработка	Сканирование	DataProcessors/Сканирование/Forms/НастройкаСканирования/Ext/Form/Module.bsl	Перечисления	ФорматыХраненияМногостраничныхФайлов
DataProcessors	Обработка	Сканирование	DataProcessors/Сканирование/Forms/НастройкаСканированияНаСеанс/Ext/Form/Module.bsl	Перечисления	ФорматыСканированногоИзображения
DataProcessors	Обработка	Сканирование	DataProcessors/Сканирование/Forms/РезультатСканирования/Ext/Form/Module.bsl	Перечисления	ФорматыСканированногоИзображения
DataProcessors	Обработка	СкрытиеКонфиденциальнойИнформации	DataProcessors/СкрытиеКонфиденциальнойИнформации/Ext/ManagerModule.bsl	Обработки	СкрытиеКонфиденциальнойИнформации
DataProcessors	Обработка	СкрытиеКонфиденциальнойИнформации	DataProcessors/СкрытиеКонфиденциальнойИнформации/Ext/ObjectModule.bsl	Обработки	СкрытиеКонфиденциальнойИнформации
DataProcessors	Обработка	СкрытиеКонфиденциальнойИнформации	DataProcessors/СкрытиеКонфиденциальнойИнформации/Forms/Форма/Ext/Form/Module.bsl	Обработки	СкрытиеКонфиденциальнойИнформации
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Ext/ManagerModule.bsl	Перечисления	ВидыОперацийСписаниеДенежныхСредств
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/Форма/Ext/Form/Module.bsl	Документы	ПлатежноеПоручение
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/Форма/Ext/Form/Module.bsl	Обработки	СогласованиеПлатежей
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/Форма/Ext/Form/Module.bsl	Перечисления	СостоянияБанковскихДокументов
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/Форма/Ext/Form/Module.bsl	ПланыВидовХарактеристик	ВидыСубконтоХозрасчетные
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/Форма/Ext/Form/Module.bsl	ПланыСчетов	Хозрасчетный
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	СостоянияБанковскихДокументов
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/Форма/Ext/Form/Module.bsl	Справочники	Организации
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/ФормаСтрокиМобильныйКлиент/Ext/Form/Module.bsl	Документы	ПлатежноеПоручение
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/ФормаСтрокиМобильныйКлиент/Ext/Form/Module.bsl	Обработки	СогласованиеПлатежей
DataProcessors	Обработка	СогласованиеПлатежей	DataProcessors/СогласованиеПлатежей/Forms/ФормаСтрокиМобильныйКлиент/Ext/Form/Module.bsl	РегистрыСведений	СостоянияБанковскихДокументов
DataProcessors	Обработка	СообщенияВКонтролирующийОрган	DataProcessors/СообщенияВКонтролирующийОрган/Forms/ФормаОбработки/Ext/Form/Module.bsl	Документы	УведомлениеОСпецрежимахНалогообложения
DataProcessors	Обработка	СообщенияВКонтролирующийОрган	DataProcessors/СообщенияВКонтролирующийОрган/Forms/ФормаОбработки/Ext/Form/Module.bsl	Перечисления	ВидыУведомленийОСпецрежимахНалогообложения
DataProcessors	Обработка	СообщенияВКонтролирующийОрган	DataProcessors/СообщенияВКонтролирующийОрган/Forms/ФормаОбработки/Ext/Form/Module.bsl	Справочники	Организации
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Ext/ManagerModule.bsl	Перечисления	ВидыЛицензийАлкогольнойПродукции
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Ext/ManagerModule.bsl	Перечисления	ВидыЛицензийНаПродажуАлкоголя
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Ext/ManagerModule.bsl	Справочники	Контрагенты
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Ext/ManagerModule.bsl	Справочники	СтраныМира
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Ext/ObjectModule.bsl	Обработки	СопоставлениеДанныхЕГАИС
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Ext/ObjectModule.bsl	Справочники	КлассификаторОрганизацийЕГАИС
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Ext/ObjectModule.bsl	Справочники	Контрагенты
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Обработки	СопоставлениеДанныхЕГАИС
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Перечисления	ВидыЛицензийНаПродажуАлкоголя
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Перечисления	ВидыПродукцииИС
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Перечисления	СтавкиНДС
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	РегистрыСведений	СведенияОбАлкогольнойПродукции
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Справочники	ВидыНоменклатуры
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Справочники	КлассификаторЕдиницИзмерения
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Справочники	КлассификаторОрганизацийЕГАИС
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Справочники	Контрагенты
DataProcessors	Обработка	СопоставлениеДанныхЕГАИС	DataProcessors/СопоставлениеДанныхЕГАИС/Forms/СопоставлениеНоменклатуры/Ext/Form/Module.bsl	Справочники	Номенклатура
DataProcessors	Обработка	СопоставлениеКлассификаторовЕГАИС	DataProcessors/СопоставлениеКлассификаторовЕГАИС/Ext/ManagerModule.bsl	Обработки	СопоставлениеКлассификаторовЕГАИС
DataProcessors	Обработка	СопоставлениеКлассификаторовЕГАИС	DataProcessors/СопоставлениеКлассификаторовЕГАИС/Forms/СопоставлениеКлассификаторовЕГАИС/Ext/Form/Module.bsl	Обработки	СопоставлениеКлассификаторовЕГАИС
DataProcessors	Обработка	СопоставлениеКлассификаторовЕГАИС	DataProcessors/СопоставлениеКлассификаторовЕГАИС/Forms/СопоставлениеКлассификаторовЕГАИС/Ext/Form/Module.bsl	РегистрыСведений	СоответствиеНоменклатурыЕГАИС
DataProcessors	Обработка	СопоставлениеКлассификаторовЕГАИС	DataProcessors/СопоставлениеКлассификаторовЕГАИС/Forms/СопоставлениеКлассификаторовЕГАИС/Ext/Form/Module.bsl	Справочники	КлассификаторАлкогольнойПродукцииЕГАИС
DataProcessors	Обработка	СопоставлениеНоменклатурыБЭД	DataProcessors/СопоставлениеНоменклатурыБЭД/Ext/ObjectModule.bsl	Обработки	СопоставлениеНоменклатурыБЭД
DataProcessors	Обработка	СопоставлениеНоменклатурыБЭД	DataProcessors/СопоставлениеНоменклатурыБЭД/Forms/РедактированиеСопоставленияНоменклатуры/Ext/Form/Module.bsl	Справочники	НоменклатураКонтрагентов
DataProcessors	Обработка	СопоставлениеНоменклатурыБЭД	DataProcessors/СопоставлениеНоменклатурыБЭД/Forms/Форма/Ext/Form/Module.bsl	Обработки	СопоставлениеНоменклатурыБЭД
DataProcessors	Обработка	СопоставлениеНоменклатурыЕГАИС	DataProcessors/СопоставлениеНоменклатурыЕГАИС/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	СоответствиеНоменклатурыЕГАИС
DataProcessors	Обработка	СопоставлениеОбъектовИнформационныхБаз	DataProcessors/СопоставлениеОбъектовИнформационныхБаз/Ext/ObjectModule.bsl	РегистрыСведений	ПубличныеИдентификаторыСинхронизируемыхОбъектов
DataProcessors	Обработка	СопоставлениеОбъектовИнформационныхБаз	DataProcessors/СопоставлениеОбъектовИнформационныхБаз/Ext/ObjectModule.bsl	РегистрыСведений	СоответствияОбъектовИнформационныхБаз
DataProcessors	Обработка	СопоставлениеОбъектовИнформационныхБаз	DataProcessors/СопоставлениеОбъектовИнформационныхБаз/Forms/РезультатАвтоматическогоСопоставления/Ext/Form/Module.bsl	Обработки	СопоставлениеОбъектовИнформационныхБаз
DataProcessors	Обработка	СопоставлениеОбъектовИнформационныхБаз	DataProcessors/СопоставлениеОбъектовИнформационныхБаз/Forms/Форма/Ext/Form/Module.bsl	Обработки	СопоставлениеОбъектовИнформационныхБаз
DataProcessors	Обработка	СопоставлениеОбъектовИнформационныхБаз	DataProcessors/СопоставлениеОбъектовИнформационныхБаз/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	ПубличныеИдентификаторыСинхронизируемыхОбъектов
DataProcessors	Обработка	СопоставлениеОбъектовИнформационныхБаз	DataProcessors/СопоставлениеОбъектовИнформационныхБаз/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	СоответствияОбъектовИнформационныхБаз
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Ext/ManagerModule.bsl	Перечисления	СистемыНалогообложения
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Ext/ManagerModule.bsl	РегистрыСведений	НастройкиСистемыНалогообложения
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Константы	НачалоРаботы
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Обработки	НачалоРаботы
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Обработки	ПомощникЗаполненияЗаявленияНаПолучениеПатента
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Обработки	РегистрацияОрганизации
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Обработки	СравнениеРежимовНалогообложения
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Перечисления	СистемыНалогообложения
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Перечисления	СтавкиНДС
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Перечисления	ФизическиеПоказатели
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Перечисления	ЮридическоеФизическоеЛицо
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	ПланыСчетов	Хозрасчетный
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	НастройкиСистемыНалогообложения
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	НастройкиУчетаНалогаНаПрибыль
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Справочники	КлассификаторВидовПредпринимательскойДеятельностиЕНВД
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/Форма/Ext/Form/Module.bsl	Справочники	Организации
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/ФормаВыбораДанныхЗаполнения/Ext/Form/Module.bsl	Обработки	СравнениеРежимовНалогообложения
DataProcessors	Обработка	СравнениеРежимовНалогообложения	DataProcessors/СравнениеРежимовНалогообложения/Forms/ФормаСтавкиНалогов/Ext/Form/Module.bsl	Перечисления	ЮридическоеФизическоеЛицо
DataProcessors	Обработка	СчетНаОплатуРаспознаваниеДокументов	DataProcessors/СчетНаОплатуРаспознаваниеДокументов/Forms/Форма/Ext/Form/Module.bsl	Документы	РаспознанныйДокумент
DataProcessors	Обработка	СчетНаОплатуРаспознаваниеДокументов	DataProcessors/СчетНаОплатуРаспознаваниеДокументов/Forms/Форма/Ext/Form/Module.bsl	Перечисления	НаправленияРаспознанногоДокумента
DataProcessors	Обработка	СчетНаОплатуРаспознаваниеДокументов	DataProcessors/СчетНаОплатуРаспознаваниеДокументов/Forms/Форма/Ext/Form/Module.bsl	Перечисления	СтатусыСозданныхДокументовРаспознаваниеДокументов
DataProcessors	Обработка	СчетНаОплатуРаспознаваниеДокументов	DataProcessors/СчетНаОплатуРаспознаваниеДокументов/Forms/Форма/Ext/Form/Module.bsl	Перечисления	ТипыДокументовРаспознаваниеДокументов
DataProcessors	Обработка	СчетНаОплатуРаспознаваниеДокументов	DataProcessors/СчетНаОплатуРаспознаваниеДокументов/Forms/Форма/Ext/Form/Module.bsl	Перечисления	ТипыПометокРаспознанногоДокумента
DataProcessors	Обработка	СчетНаОплатуРаспознаваниеДокументов	DataProcessors/СчетНаОплатуРаспознаваниеДокументов/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	ОбщиеНастройкиРаспознаваниеДокументов
DataProcessors	Обработка	СчетНаОплатуРаспознаваниеДокументов	DataProcessors/СчетНаОплатуРаспознаваниеДокументов/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	СвязанныеОбъектыРаспознаниеДокументов
DataProcessors	Обработка	СчетНаОплатуРаспознаваниеДокументов	DataProcessors/СчетНаОплатуРаспознаваниеДокументов/Forms/Форма/Ext/Form/Module.bsl	РегистрыСведений	СоответствиеРаспознанныхСтрокРаспознаваниеДокументов
